coord_point_id,grid_x,grid_y,easting_m,northing_m,longitude,latitude,worldcover_tree_fraction,worldcover_shrubland_fraction,worldcover_grassland_fraction,worldcover_cropland_fraction,worldcover_built_fraction,worldcover_bare_fraction,worldcover_snow_ice_fraction,worldcover_water_fraction,worldcover_wetland_fraction,worldcover_mangrove_fraction,worldcover_moss_lichen_fraction,worldcover_support_fraction,worldcover_dominant_class,worldcover_dominant_fraction,point_class
utm50n_500m_x1017_y-8534,1017,-8534,508750.0000000008,4267250.0,117.10042098856776,38.55363809681043,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1017_y-8535,1017,-8535,508749.9999999997,4267750.0,117.10042725754764,38.55814411186165,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1017_y-8536,1017,-8536,508749.9999999989,4268250.0,117.10043352792891,38.56265012343405,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1017_y-8537,1017,-8537,508749.99999999977,4268750.0,117.100439799712,38.56715613152755,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1017_y-8538,1017,-8538,508749.9999999994,4269250.0,117.10044607289716,38.571662136142,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1017_y-8539,1017,-8539,508749.9999999992,4269750.0,117.1004523474848,38.57616813727728,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1017_y-8540,1017,-8540,508750.0000000008,4270250.000000001,117.1004586234752,38.5806741349333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1017_y-8541,1017,-8541,508750.000000001,4270750.0,117.10046490086872,38.58518012910989,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1018_y-8491,1018,-8491,509250.0000000007,4245750.0,117.10587574850284,38.35987113243226,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1018_y-8492,1018,-8492,509250.0000000006,4246250.0,117.10588231234048,38.36437729614784,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1018_y-8493,1018,-8493,509250.0000000002,4246750.0,117.10588887764436,38.36888345638984,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,built,1.0,built
utm50n_500m_x1018_y-8494,1018,-8494,509249.9999999998,4247250.0,117.1058954444148,38.37338961315813,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1018_y-8495,1018,-8495,509249.99999999977,4247750.000000001,117.10590201265217,38.37789576645261,0.0,0.0,0.0,0.1927437641723356,0.8072562358276644,0.0,0.0,0.0,0.0,0.0,0.0,1.0,built,0.8072562358276644,built
utm50n_500m_x1018_y-8496,1018,-8496,509250.0000000003,4248250.0,117.1059085823568,38.38240191627312,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,built,1.0,built
utm50n_500m_x1018_y-8497,1018,-8497,509249.9999999994,4248749.999999999,117.10591515352908,38.38690806261953,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,built,1.0,built
utm50n_500m_x1018_y-8498,1018,-8498,509249.9999999996,4249250.0,117.1059217261693,38.39141420549177,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1018_y-8499,1018,-8499,509250.0000000011,4249750.0,117.1059283002779,38.39592034488967,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1018_y-8500,1018,-8500,509249.9999999997,4250250.0,117.10593487585514,38.40042648081311,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1018_y-8501,1018,-8501,509249.9999999999,4250750.0,117.10594145290143,38.40493261326198,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1018_y-8502,1018,-8502,509249.9999999998,4251250.0,117.10594803141714,38.40943874223613,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1018_y-8503,1018,-8503,509249.9999999997,4251750.0,117.10595461140258,38.41394486773546,0.0,0.0,0.6332819722650231,0.3667180277349769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,grassland,0.6332819722650231,other_vegetation
utm50n_500m_x1018_y-8504,1018,-8504,509249.9999999995,4252250.000000001,117.10596119285812,38.41845098975985,0.0,0.0,0.1671802773497689,0.8328197226502312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,0.8328197226502312,cropland
utm50n_500m_x1018_y-8505,1018,-8505,509249.99999999953,4252750.0,117.10596777578412,38.42295710830913,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1018_y-8506,1018,-8506,509249.9999999999,4253250.0,117.10597436018097,38.42746322338322,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1018_y-8507,1018,-8507,509250.0000000008,4253750.0,117.10598094604894,38.43196933498199,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1018_y-8508,1018,-8508,509250.0,4254250.0,117.10598753338844,38.436475443105294,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1018_y-8509,1018,-8509,509250.0,4254750.000000001,117.10599412219982,38.44098154775304,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1018_y-8510,1018,-8510,509250.0000000008,4255249.999999999,117.10600071248344,38.44548764892505,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1018_y-8511,1018,-8511,509250.0000000004,4255750.0,117.10600730423964,38.44999374662128,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1018_y-8512,1018,-8512,509250.0000000009,4256250.000000001,117.10601389746876,38.45449984084155,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1018_y-8513,1018,-8513,509250.0000000003,4256750.0,117.1060204921712,38.459005931585736,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1018_y-8514,1018,-8514,509250.0000000008,4257250.0,117.10602708834728,38.46351201885373,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1018_y-8515,1018,-8515,509250.0000000003,4257750.0,117.1060336859974,38.46801810264541,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1018_y-8523,1018,-8523,509250.0000000011,4261750.000000001,117.10608652030515,38.50406664781651,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,built,1.0,built
utm50n_500m_x1018_y-8524,1018,-8524,509250.00000000047,4262249.999999999,117.10609313123736,38.50857270031574,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,built,1.0,built
utm50n_500m_x1018_y-8525,1018,-8525,509250.0000000009,4262750.0,117.10609974364714,38.513078749337446,0.0,0.0,0.0061491160645657,0.738662567255957,0.2551883166794773,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,0.738662567255957,cropland
utm50n_500m_x1018_y-8526,1018,-8526,509250.0000000001,4263250.000000001,117.1061063575348,38.51758479488147,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1018_y-8527,1018,-8527,509250.0000000002,4263750.0,117.1061129729008,38.5220908369477,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1018_y-8528,1018,-8528,509250.00000000105,4264250.000000002,117.10611958974545,38.52659687553604,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1018_y-8529,1018,-8529,509250.0000000004,4264750.0,117.10612620806906,38.53110291064628,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1018_y-8530,1018,-8530,509250.0000000003,4265250.0,117.10613282787205,38.53560894227837,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1018_y-8531,1018,-8531,509250.0000000006,4265750.0,117.10613944915474,38.54011497043219,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1018_y-8532,1018,-8532,509249.99999999895,4266250.0,117.10614607191752,38.5446209951076,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1018_y-8533,1018,-8533,509249.9999999997,4266750.0,117.10615269616072,38.54912701630448,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1018_y-8534,1018,-8534,509250.0000000004,4267250.0,117.10615932188472,38.553633034022695,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1018_y-8535,1018,-8535,509250.0000000009,4267750.0,117.10616594908988,38.55813904826214,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1018_y-8536,1018,-8536,509250.0000000009,4268250.000000001,117.10617257777652,38.56264505902271,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1018_y-8537,1018,-8537,509250.0000000004,4268750.0,117.10617920794505,38.56715106630423,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1018_y-8538,1018,-8538,509249.9999999991,4269250.0,117.10618583959575,38.57165707010663,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1018_y-8539,1018,-8539,509249.99999999895,4269750.0,117.10619247272908,38.57616307042975,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1018_y-8540,1018,-8540,509249.9999999997,4270250.000000001,117.10619910734538,38.58066906727351,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1018_y-8541,1018,-8541,509249.999999999,4270750.0,117.10620574344492,38.58517506063774,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1019_y-8490,1019,-8490,509750.00000000047,4245250.0,117.11159183505752,38.355359658788586,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1019_y-8491,1019,-8491,509750.0000000008,4245750.000000001,117.1115987521498,38.35986582512538,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1019_y-8492,1019,-8492,509750.0000000004,4246250.0,117.11160567078711,38.36437198798861,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1019_y-8493,1019,-8493,509750.0000000004,4246749.999999999,117.11161259096994,38.36887814737815,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,built,1.0,built
utm50n_500m_x1019_y-8494,1019,-8494,509749.9999999991,4247250.0,117.11161951269858,38.373384303293896,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1019_y-8495,1019,-8495,509749.99999999977,4247750.0,117.11162643597343,38.3778904557357,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1019_y-8496,1019,-8496,509750.0000000009,4248250.000000001,117.11163336079493,38.38239660470346,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1019_y-8497,1019,-8497,509749.99999999895,4248750.0,117.11164028716328,38.38690275019701,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1019_y-8498,1019,-8498,509749.9999999991,4249250.0,117.11164721507902,38.39140889221626,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1019_y-8499,1019,-8499,509749.9999999999,4249750.0,117.11165414454248,38.39591503076108,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1019_y-8500,1019,-8500,509749.9999999998,4250250.0,117.11166107555395,38.40042116583134,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1019_y-8501,1019,-8501,509749.99999999977,4250750.0,117.11166800811392,38.40492729742692,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
